Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
LC,C,laptop,46,45,AGF9BY78OE1I2,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,46,47,AGIP2NJ8K62IM,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,50,50,AGIP2NJ8K62IM,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,49,50,AGIP2NJ8K62IM,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,44,48,AGKO84UB73YRL,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,44,40,AGKO84UB73YRL,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,47,47,AGKO84UB73YRL,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,35,36,AGO9UYGVEHK7U,26-35,Male,Masters,"$300,001 - $500,000"
T,T,headphone,34,36,AGO9UYGVEHK7U,26-35,Male,Masters,"$300,001 - $500,000"
T,T,laptop,38,38,AGO9UYGVEHK7U,26-35,Male,Masters,"$300,001 - $500,000"
T,T,camera,37,35,AGTXYXRMMG428,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,35,32,AGTXYXRMMG428,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,31,36,AGTXYXRMMG428,26-35,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,camera,35,35,AH37GTH8P051T,46-55,Male,Bachelors,"$100,001 - $200,000"
LC,C,headphone,15,15,AH37GTH8P051T,46-55,Male,Bachelors,"$100,001 - $200,000"
LC,C,laptop,20,20,AH37GTH8P051T,46-55,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,44,42,AH6NOOVOYJT6N,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,headphone,46,45,AH6NOOVOYJT6N,46-55,Female,High school/GED,"$100,001 - $200,000"
T,T,laptop,41,48,AH6NOOVOYJT6N,46-55,Female,High school/GED,"$100,001 - $200,000"
HC,C,camera,27,28,AHKXEJNF7UUDX,36-45,Male,High school/GED,"0 - $100,000"
HC,C,headphone,30,30,AHKXEJNF7UUDX,36-45,Male,High school/GED,"0 - $100,000"
HC,C,laptop,30,30,AHKXEJNF7UUDX,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,50,50,AHQ1CS51G68VT,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,50,40,AHQ1CS51G68VT,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,50,40,AHQ1CS51G68VT,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,43,42,AI0JI12S47MU8,26-35,Male,Masters,"$300,001 - $500,000"
T,T,headphone,43,41,AI0JI12S47MU8,26-35,Male,Masters,"$300,001 - $500,000"
T,T,laptop,43,42,AI0JI12S47MU8,26-35,Male,Masters,"$300,001 - $500,000"
T,T,camera,45,42,AI9YR5E1S3U19,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,44,45,AI9YR5E1S3U19,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,43,44,AI9YR5E1S3U19,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,33,33,AIRMPT0ELMSVF,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,42,42,AIRMPT0ELMSVF,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,50,46,AIRMPT0ELMSVF,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,50,50,AJ4B5W7LPJEQO,56+,Male,Bachelors,"0 - $100,000"
LC,C,headphone,50,50,AJ4B5W7LPJEQO,56+,Male,Bachelors,"0 - $100,000"
LC,C,laptop,46,45,AJ4B5W7LPJEQO,56+,Male,Bachelors,"0 - $100,000"
T,T,camera,45,45,AJ78FHRVENWT4,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,39,45,AJ78FHRVENWT4,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,38,41,AJ78FHRVENWT4,56+,Female,Bachelors,"0 - $100,000"
LC,C,camera,33,40,AJ9IY4IHOGB8,26-35,Male,Bachelors,"$300,001 - $500,000"
LC,C,headphone,40,46,AJ9IY4IHOGB8,26-35,Male,Bachelors,"$300,001 - $500,000"
LC,C,laptop,41,43,AJ9IY4IHOGB8,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,40,43,AJ9O2ZA0E8UDZ,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,43,AJ9O2ZA0E8UDZ,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,32,30,AJ9O2ZA0E8UDZ,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,49,43,AJCVF7OQFX3BY,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,44,44,AJCVF7OQFX3BY,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,42,42,AJCVF7OQFX3BY,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,35,38,AJEKLYK5NBDIC,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,34,31,AJEKLYK5NBDIC,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,32,33,AJEKLYK5NBDIC,26-35,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,camera,35,36,AJS9CTSA05LAJ,36-45,Male,Masters,"0 - $100,000"
LC,C,headphone,40,38,AJS9CTSA05LAJ,36-45,Male,Masters,"0 - $100,000"
LC,C,laptop,23,15,AJS9CTSA05LAJ,36-45,Male,Masters,"0 - $100,000"
T,T,camera,38,41,AJTLLYV8O5FQU,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,40,42,AJTLLYV8O5FQU,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,41,46,AJTLLYV8O5FQU,56+,Female,Bachelors,"0 - $100,000"
HC,C,camera,43,42,AK7J5DGPO5O9A,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,headphone,42,36,AK7J5DGPO5O9A,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,laptop,42,41,AK7J5DGPO5O9A,36-45,Female,Bachelors,"$200,001 - $300,000"
T,T,camera,44,46,AK9U0LQROU5LW,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,45,45,AK9U0LQROU5LW,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,43,43,AK9U0LQROU5LW,26-35,Male,Bachelors,"0 - $100,000"
LC,C,camera,40,40,AKRP2NMAA2XP0,18-25,Male,Masters,"$100,001 - $200,000"
LC,C,headphone,41,40,AKRP2NMAA2XP0,18-25,Male,Masters,"$100,001 - $200,000"
LC,C,laptop,42,41,AKRP2NMAA2XP0,18-25,Male,Masters,"$100,001 - $200,000"
T,T,camera,48,43,AKSLU0C30G3JT,46-55,Male,Masters,"$200,001 - $300,000"
T,T,headphone,38,39,AKSLU0C30G3JT,46-55,Male,Masters,"$200,001 - $300,000"
T,T,laptop,45,45,AKSLU0C30G3JT,46-55,Male,Masters,"$200,001 - $300,000"
T,T,camera,41,39,AL8TL480ET24G,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,42,38,AL8TL480ET24G,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,40,36,AL8TL480ET24G,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,camera,39,41,AL90GN96DMQB8,56+,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,41,42,AL90GN96DMQB8,56+,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,43,43,AL90GN96DMQB8,56+,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,45,40,ALAB8FLYTC376,26-35,Female,Bachelors,"$300,001 - $500,000"
LC,C,headphone,40,38,ALAB8FLYTC376,26-35,Female,Bachelors,"$300,001 - $500,000"
LC,C,laptop,42,29,ALAB8FLYTC376,26-35,Female,Bachelors,"$300,001 - $500,000"
HC,C,camera,26,29,ALCPF5NANBDSZ,26-35,Male,High school/GED,"0 - $100,000"
HC,C,headphone,38,36,ALCPF5NANBDSZ,26-35,Male,High school/GED,"0 - $100,000"
HC,C,laptop,37,30,ALCPF5NANBDSZ,26-35,Male,High school/GED,"0 - $100,000"
T,T,camera,40,40,ALF3RHOV9649Q,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,40,39,ALF3RHOV9649Q,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,41,40,ALF3RHOV9649Q,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,45,42,ALOAHTROFGYRR,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,39,42,ALOAHTROFGYRR,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,50,50,ALOAHTROFGYRR,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,47,48,AM5YNH01FGUKA,26-35,Male,Bachelors,"0 - $100,000"
LC,C,headphone,47,47,AM5YNH01FGUKA,26-35,Male,Bachelors,"0 - $100,000"
LC,C,laptop,48,49,AM5YNH01FGUKA,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,45,48,AMJI9ZYZWFH5I,26-35,Female,Bachelors,"$1,000,000+"
T,T,headphone,45,48,AMJI9ZYZWFH5I,26-35,Female,Bachelors,"$1,000,000+"
T,T,laptop,50,49,AMJI9ZYZWFH5I,26-35,Female,Bachelors,"$1,000,000+"
T,T,camera,38,34,AMQGOTPBRWYSF,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,39,37,AMQGOTPBRWYSF,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,35,41,AMQGOTPBRWYSF,18-25,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,33,33,AN2CFUJ8JGRK4,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,headphone,29,29,AN2CFUJ8JGRK4,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,laptop,33,26,AN2CFUJ8JGRK4,36-45,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,32,34,AN8KNI96ZSZSZ,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,33,33,AN8KNI96ZSZSZ,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,32,33,AN8KNI96ZSZSZ,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,48,48,AN8NGM6DYFWGW,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,41,41,AN8NGM6DYFWGW,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,40,42,AN8NGM6DYFWGW,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,43,40,ANMAPKRHPGWX1,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,43,41,ANMAPKRHPGWX1,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,46,47,ANMAPKRHPGWX1,56+,Female,High school/GED,"0 - $100,000"
LC,C,camera,50,50,ANU6OTXYGSSTX,46-55,Female,Bachelors,"0 - $100,000"
LC,C,headphone,41,41,ANU6OTXYGSSTX,46-55,Female,Bachelors,"0 - $100,000"
LC,C,laptop,27,50,ANU6OTXYGSSTX,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,36,39,ANUELIAWG0VIG,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,35,40,ANUELIAWG0VIG,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,38,46,ANUELIAWG0VIG,26-35,Male,Bachelors,"0 - $100,000"
LC,C,camera,40,36,ANWH9KZQ27687,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,40,37,ANWH9KZQ27687,26-35,Female,High school/GED,"0 - $100,000"
LC,C,laptop,40,37,ANWH9KZQ27687,26-35,Female,High school/GED,"0 - $100,000"
LC,C,camera,31,27,ANYJ22IOQKAX3,18-25,Male,Bachelors,"0 - $100,000"
LC,C,headphone,29,31,ANYJ22IOQKAX3,18-25,Male,Bachelors,"0 - $100,000"
LC,C,laptop,26,28,ANYJ22IOQKAX3,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,47,47,AO1BNDSSRMUHJ,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,45,47,AO1BNDSSRMUHJ,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,48,45,AO1BNDSSRMUHJ,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,32,33,AO6B0VEVBGGAP,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,21,21,AO6B0VEVBGGAP,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,23,21,AO6B0VEVBGGAP,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,29,28,AO7GCWIC8XPYI,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,25,30,AO7GCWIC8XPYI,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,37,37,AO7GCWIC8XPYI,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,28,32,AOEO9ZV81R0I4,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,34,32,AOEO9ZV81R0I4,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,30,32,AOEO9ZV81R0I4,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,45,45,AOJD8D9NXVAR3,,Female,Doctorate,"0 - $100,000"
T,T,headphone,46,49,AOJD8D9NXVAR3,,Female,Doctorate,"0 - $100,000"
T,T,laptop,43,47,AOJD8D9NXVAR3,,Female,Doctorate,"0 - $100,000"
HC,C,camera,31,28,AOJJK61F8QF22,26-35,Male,Masters,"$1,000,000+"
HC,C,headphone,31,28,AOJJK61F8QF22,26-35,Male,Masters,"$1,000,000+"
HC,C,laptop,29,26,AOJJK61F8QF22,26-35,Male,Masters,"$1,000,000+"
HC,C,camera,43,49,AP3TMAKHW9G4P,46-55,Male,High school/GED,"0 - $100,000"
HC,C,headphone,50,50,AP3TMAKHW9G4P,46-55,Male,High school/GED,"0 - $100,000"
HC,C,laptop,38,40,AP3TMAKHW9G4P,46-55,Male,High school/GED,"0 - $100,000"
T,T,camera,37,39,AP8C8UAI5RVUQ,56+,Male,High school/GED,"0 - $100,000"
T,T,headphone,30,31,AP8C8UAI5RVUQ,56+,Male,High school/GED,"0 - $100,000"
T,T,laptop,34,36,AP8C8UAI5RVUQ,56+,Male,High school/GED,"0 - $100,000"
T,T,camera,35,32,APAJPQPDPFGYA,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,29,26,APAJPQPDPFGYA,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,42,APAJPQPDPFGYA,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,43,46,APAR2A1F4RB0N,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,46,45,APAR2A1F4RB0N,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,44,46,APAR2A1F4RB0N,46-55,Female,High school/GED,"0 - $100,000"
LC,C,camera,29,32,APF1EAZT104LQ,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,headphone,33,26,APF1EAZT104LQ,26-35,Male,Bachelors,"$100,001 - $200,000"
LC,C,laptop,31,33,APF1EAZT104LQ,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,46,48,APMEFMLY6KL3G,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,39,35,APMEFMLY6KL3G,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,47,50,APMEFMLY6KL3G,26-35,Male,High school/GED,"0 - $100,000"
T,T,camera,38,42,APPOO1EBDMS7M,36-45,Female,Masters,"$300,001 - $500,000"
T,T,headphone,38,41,APPOO1EBDMS7M,36-45,Female,Masters,"$300,001 - $500,000"
T,T,laptop,36,38,APPOO1EBDMS7M,36-45,Female,Masters,"$300,001 - $500,000"
T,T,camera,43,32,AQ53YJDPDDLZ,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,50,50,AQ53YJDPDDLZ,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,41,39,AQ53YJDPDDLZ,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,44,50,AQDBBBTN8NE9X,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,50,50,AQDBBBTN8NE9X,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,47,50,AQDBBBTN8NE9X,26-35,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,46,46,AQEHVNOTY64JA,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,50,50,AQEHVNOTY64JA,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,34,AQEHVNOTY64JA,26-35,Female,High school/GED,"0 - $100,000"
T,T,camera,34,30,AQFFLBXV8P2TC,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,31,28,AQFFLBXV8P2TC,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,28,30,AQFFLBXV8P2TC,26-35,Female,High school/GED,"0 - $100,000"
LC,C,camera,41,41,AQJQ2B28VFNTX,18-25,Male,Bachelors,"0 - $100,000"
LC,C,headphone,41,37,AQJQ2B28VFNTX,18-25,Male,Bachelors,"0 - $100,000"
LC,C,laptop,39,39,AQJQ2B28VFNTX,18-25,Male,Bachelors,"0 - $100,000"
LC,C,camera,44,41,AQJRB9V4BVIJ9,26-35,Male,High school/GED,"$100,001 - $200,000"
LC,C,headphone,35,29,AQJRB9V4BVIJ9,26-35,Male,High school/GED,"$100,001 - $200,000"
LC,C,laptop,28,23,AQJRB9V4BVIJ9,26-35,Male,High school/GED,"$100,001 - $200,000"
T,T,camera,32,30,AQX7YDUHS27DB,26-35,Non-binary,High school/GED,"0 - $100,000"
T,T,headphone,32,28,AQX7YDUHS27DB,26-35,Non-binary,High school/GED,"0 - $100,000"
T,T,laptop,35,31,AQX7YDUHS27DB,26-35,Non-binary,High school/GED,"0 - $100,000"
T,T,camera,35,33,AR0J4HSO9U9PP,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,38,40,AR0J4HSO9U9PP,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,42,33,AR0J4HSO9U9PP,36-45,Female,High school/GED,"0 - $100,000"
LC,C,camera,36,38,AR696BZK0K67Z,56+,Male,Prefer not to say,"0 - $100,000"
LC,C,headphone,43,44,AR696BZK0K67Z,56+,Male,Prefer not to say,"0 - $100,000"
LC,C,laptop,44,43,AR696BZK0K67Z,56+,Male,Prefer not to say,"0 - $100,000"
HC,C,camera,37,38,ARG392N6HWZCJ,26-35,Male,Bachelors,"0 - $100,000"
HC,C,headphone,40,34,ARG392N6HWZCJ,26-35,Male,Bachelors,"0 - $100,000"
HC,C,laptop,34,34,ARG392N6HWZCJ,26-35,Male,Bachelors,"0 - $100,000"
HC,C,camera,49,49,ARIJCVJIQG67Y,56+,Female,High school/GED,"0 - $100,000"
HC,C,headphone,48,48,ARIJCVJIQG67Y,56+,Female,High school/GED,"0 - $100,000"
HC,C,laptop,50,50,ARIJCVJIQG67Y,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,34,40,ARPBDM5QZ4XQC,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,45,45,ARPBDM5QZ4XQC,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,36,35,ARPBDM5QZ4XQC,36-45,Male,High school/GED,"0 - $100,000"
LC,C,camera,29,29,ARQ7R97434PM2,26-35,Male,High school/GED,"$100,001 - $200,000"
LC,C,headphone,29,31,ARQ7R97434PM2,26-35,Male,High school/GED,"$100,001 - $200,000"
LC,C,laptop,30,29,ARQ7R97434PM2,26-35,Male,High school/GED,"$100,001 - $200,000"
T,T,camera,44,46,ARR3UJTM2ZGK4,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,43,45,ARR3UJTM2ZGK4,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,41,44,ARR3UJTM2ZGK4,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,45,48,ARTARDCXLJ5H6,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,50,ARTARDCXLJ5H6,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,43,50,ARTARDCXLJ5H6,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,34,33,AS2WCX025VMT,26-35,Prefer not to say,High school/GED,"0 - $100,000"
T,T,headphone,34,33,AS2WCX025VMT,26-35,Prefer not to say,High school/GED,"0 - $100,000"
T,T,laptop,33,30,AS2WCX025VMT,26-35,Prefer not to say,High school/GED,"0 - $100,000"
LC,C,camera,23,23,AS7ZK30LXDC46,36-45,Male,High school/GED,"0 - $100,000"
LC,C,headphone,25,25,AS7ZK30LXDC46,36-45,Male,High school/GED,"0 - $100,000"
LC,C,laptop,29,29,AS7ZK30LXDC46,36-45,Male,High school/GED,"0 - $100,000"
HC,C,camera,32,36,AS98H99LN5LLU,26-35,Male,Bachelors,"$300,001 - $500,000"
HC,C,headphone,33,35,AS98H99LN5LLU,26-35,Male,Bachelors,"$300,001 - $500,000"
HC,C,laptop,30,32,AS98H99LN5LLU,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,49,47,ASCBWOIDQBIFX,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,46,48,ASCBWOIDQBIFX,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,49,46,ASCBWOIDQBIFX,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,47,47,ASKUEWVYYCZWO,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,headphone,48,48,ASKUEWVYYCZWO,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,laptop,50,41,ASKUEWVYYCZWO,26-35,Female,Bachelors,"$100,001 - $200,000"
HC,C,camera,35,28,ASN8D360WHWC1,18-25,Female,High school/GED,"0 - $100,000"
HC,C,headphone,35,28,ASN8D360WHWC1,18-25,Female,High school/GED,"0 - $100,000"
HC,C,laptop,36,25,ASN8D360WHWC1,18-25,Female,High school/GED,"0 - $100,000"
T,T,camera,41,34,ASNMT3I94HZ44,18-25,Male,Bachelors,"0 - $100,000"
T,T,headphone,34,39,ASNMT3I94HZ44,18-25,Male,Bachelors,"0 - $100,000"
T,T,laptop,40,43,ASNMT3I94HZ44,18-25,Male,Bachelors,"0 - $100,000"
T,T,camera,43,38,AST18D0A65MJX,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,38,AST18D0A65MJX,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,39,40,AST18D0A65MJX,26-35,Female,Bachelors,"0 - $100,000"
HC,C,camera,40,43,asycr8ija1k6f,46-55,Female,High school/GED,"0 - $100,000"
HC,C,headphone,44,42,asycr8ija1k6f,46-55,Female,High school/GED,"0 - $100,000"
HC,C,laptop,38,39,asycr8ija1k6f,46-55,Female,High school/GED,"0 - $100,000"
T,T,camera,41,42,AT3225GG5XLFN,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,35,29,AT3225GG5XLFN,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,42,39,AT3225GG5XLFN,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,40,41,ATHOAI5ZIYITZ,56+,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,41,36,ATHOAI5ZIYITZ,56+,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,36,42,ATHOAI5ZIYITZ,56+,Male,Bachelors,"$200,001 - $300,000"
LC,C,camera,42,42,ATPV5PU04HNNW,36-45,Male,High school/GED,Prefer not to say
LC,C,headphone,34,32,ATPV5PU04HNNW,36-45,Male,High school/GED,Prefer not to say
LC,C,laptop,39,39,ATPV5PU04HNNW,36-45,Male,High school/GED,Prefer not to say
T,T,camera,44,44,ATTAQA9KLECBA,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,46,44,ATTAQA9KLECBA,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,45,44,ATTAQA9KLECBA,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,camera,39,37,AUB6V4HVL1O45,46-55,Male,Masters,"0 - $100,000"
T,T,headphone,38,38,AUB6V4HVL1O45,46-55,Male,Masters,"0 - $100,000"
T,T,laptop,40,37,AUB6V4HVL1O45,46-55,Male,Masters,"0 - $100,000"
LC,C,camera,50,50,AUIFFYBJ2D819,46-55,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,headphone,50,50,AUIFFYBJ2D819,46-55,Male,Bachelors,"$500,001 - $1,000,000"
LC,C,laptop,48,47,AUIFFYBJ2D819,46-55,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,49,48,AULLOJOPY0IDP,46-55,Female,Bachelors,"0 - $100,000"
HC,C,headphone,46,49,AULLOJOPY0IDP,46-55,Female,Bachelors,"0 - $100,000"
HC,C,laptop,43,49,AULLOJOPY0IDP,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,49,47,AUUBAC2M1VGVF,26-35,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,49,AUUBAC2M1VGVF,26-35,Female,High school/GED,"0 - $100,000"
T,T,laptop,46,45,AUUBAC2M1VGVF,26-35,Female,High school/GED,"0 - $100,000"
HC,C,camera,31,31,AV4P7N58PU55P,36-45,Male,Masters,"$300,001 - $500,000"
HC,C,headphone,33,34,AV4P7N58PU55P,36-45,Male,Masters,"$300,001 - $500,000"
HC,C,laptop,34,36,AV4P7N58PU55P,36-45,Male,Masters,"$300,001 - $500,000"
LC,C,camera,43,43,AV6J56XKCIG7F,36-45,Female,Bachelors,"0 - $100,000"
LC,C,headphone,47,40,AV6J56XKCIG7F,36-45,Female,Bachelors,"0 - $100,000"
LC,C,laptop,32,25,AV6J56XKCIG7F,36-45,Female,Bachelors,"0 - $100,000"
LC,C,camera,42,45,AVOF14300525D,56+,Female,Masters,"0 - $100,000"
LC,C,headphone,41,25,AVOF14300525D,56+,Female,Masters,"0 - $100,000"
LC,C,laptop,42,49,AVOF14300525D,56+,Female,Masters,"0 - $100,000"
T,T,camera,48,43,AVPUNWXD9KN2J,46-55,Female,High school/GED,"0 - $100,000"
T,T,headphone,47,42,AVPUNWXD9KN2J,46-55,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,43,AVPUNWXD9KN2J,46-55,Female,High school/GED,"0 - $100,000"
LC,C,camera,41,41,AVPZJ69E3WFYM,46-55,Male,Bachelors,"0 - $100,000"
LC,C,headphone,41,42,AVPZJ69E3WFYM,46-55,Male,Bachelors,"0 - $100,000"
LC,C,laptop,42,41,AVPZJ69E3WFYM,46-55,Male,Bachelors,"0 - $100,000"
LC,C,camera,39,40,AVWU9JDY5G81E,46-55,Female,High school/GED,"0 - $100,000"
LC,C,headphone,34,35,AVWU9JDY5G81E,46-55,Female,High school/GED,"0 - $100,000"
LC,C,laptop,30,37,AVWU9JDY5G81E,46-55,Female,High school/GED,"0 - $100,000"
LC,C,camera,41,44,AVXU2GYFNSRLK,18-25,Female,Bachelors,"0 - $100,000"
LC,C,headphone,38,30,AVXU2GYFNSRLK,18-25,Female,Bachelors,"0 - $100,000"
LC,C,laptop,33,33,AVXU2GYFNSRLK,18-25,Female,Bachelors,"0 - $100,000"
LC,C,camera,50,50,AVYYG7LLLK2MY,18-25,Male,High school/GED,"0 - $100,000"
LC,C,headphone,47,44,AVYYG7LLLK2MY,18-25,Male,High school/GED,"0 - $100,000"
LC,C,laptop,35,39,AVYYG7LLLK2MY,18-25,Male,High school/GED,"0 - $100,000"
HC,C,camera,43,44,AW3PWVBIGPNAA,36-45,Female,High school/GED,"0 - $100,000"
HC,C,headphone,39,42,AW3PWVBIGPNAA,36-45,Female,High school/GED,"0 - $100,000"
HC,C,laptop,39,41,AW3PWVBIGPNAA,36-45,Female,High school/GED,"0 - $100,000"
HC,C,camera,29,30,AW99PGWI4S438,36-45,Female,High school/GED,"0 - $100,000"
